Confusion Matrix: 

               Model Prediction
                   pos neg
Actual label: pos [832 321]
Actual label: neg [348 882]

Recall: 0.7192614351657575
Precision: 0.7195796152271724
F1 Measure: 0.7193282047998422
Accuracy: 0.7192614351657575

Data format:
INDEX_OF_CLASS , PREDICTED CLASS, ACTUAL CLASS
10900 , neg , neg
10901 , neg , neg
10902 , pos , neg
10903 , neg , neg
10904 , neg , pos
10905 , pos , neg
10906 , neg , neg
10907 , neg , neg
10908 , pos , neg
10909 , pos , neg
10910 , pos , neg
10911 , neg , neg
10912 , neg , pos
10913 , neg , neg
10914 , neg , pos
10915 , pos , pos
10916 , pos , pos
10917 , neg , neg
10918 , pos , neg
10919 , pos , neg
10920 , neg , pos
10921 , pos , pos
10922 , pos , pos
10923 , neg , neg
10924 , neg , neg
10925 , pos , pos
10926 , pos , pos
10927 , pos , neg
10928 , neg , pos
10929 , pos , pos
10930 , pos , pos
10931 , pos , neg
10932 , pos , pos
10933 , pos , pos
10934 , pos , pos
10935 , neg , neg
10936 , neg , pos
10937 , pos , pos
10938 , pos , pos
10939 , neg , neg
10940 , pos , neg
10941 , pos , pos
10942 , pos , pos
10943 , pos , pos
10944 , pos , pos
10945 , pos , pos
10946 , neg , neg
10947 , pos , neg
10948 , pos , neg
10949 , pos , pos
10950 , pos , pos
10951 , neg , neg
10952 , pos , pos
10953 , pos , neg
10954 , neg , neg
10955 , neg , neg
10956 , pos , pos
10957 , pos , neg
10958 , pos , neg
10959 , neg , neg
10960 , pos , pos
10961 , pos , neg
10962 , neg , neg
10963 , pos , pos
10964 , pos , pos
10965 , pos , neg
10966 , neg , neg
10967 , neg , neg
10968 , neg , neg
10969 , neg , neg
10970 , pos , neg
10971 , pos , neg
10972 , neg , neg
10973 , neg , neg
10974 , pos , pos
10975 , pos , pos
10976 , pos , pos
10977 , neg , neg
10978 , pos , pos
10979 , neg , neg
10980 , pos , pos
10981 , neg , neg
10982 , pos , neg
10983 , neg , neg
10984 , neg , neg
10985 , neg , neg
10986 , neg , neg
10987 , pos , pos
10988 , pos , pos
10989 , pos , pos
10990 , pos , pos
10991 , pos , pos
10992 , neg , neg
10993 , pos , pos
10994 , neg , neg
10995 , pos , pos
10996 , pos , pos
10997 , neg , neg
10998 , neg , neg
10999 , neg , neg
11000 , pos , pos
11001 , pos , pos
11002 , neg , neg
11003 , pos , neg
11004 , pos , pos
11005 , neg , neg
11006 , neg , neg
11007 , pos , neg
11008 , neg , neg
11009 , pos , pos
11010 , pos , neg
11011 , neg , neg
11012 , neg , neg
11013 , neg , neg
11014 , neg , pos
11015 , neg , neg
11016 , neg , pos
11017 , pos , pos
11018 , pos , pos
11019 , pos , pos
11020 , pos , neg
11021 , neg , neg
11022 , neg , neg
11023 , pos , pos
11024 , neg , neg
11025 , neg , neg
11026 , neg , neg
11027 , pos , neg
11028 , pos , pos
11029 , pos , pos
11030 , pos , pos
11031 , neg , pos
11032 , pos , pos
11033 , pos , neg
11034 , neg , neg
11035 , pos , pos
11036 , neg , neg
11037 , neg , neg
11038 , neg , pos
11039 , pos , pos
11040 , pos , pos
11041 , neg , neg
11042 , neg , neg
11043 , neg , neg
11044 , neg , neg
11045 , pos , pos
11046 , pos , pos
11047 , neg , neg
11048 , neg , pos
11049 , pos , pos
11050 , neg , neg
11051 , neg , neg
11052 , pos , pos
11053 , pos , pos
11054 , pos , pos
11055 , neg , neg
11056 , pos , pos
11057 , pos , pos
11058 , pos , pos
11059 , neg , neg
11060 , pos , pos
11061 , pos , pos
11062 , pos , pos
11063 , neg , pos
11064 , pos , pos
11065 , neg , neg
11066 , neg , pos
11067 , neg , neg
11068 , neg , neg
11069 , neg , neg
11070 , neg , neg
11071 , pos , neg
11072 , neg , neg
11073 , pos , pos
11074 , neg , neg
11075 , pos , pos
11076 , pos , pos
11077 , neg , pos
11078 , pos , neg
11079 , pos , pos
11080 , pos , pos
11081 , pos , neg
11082 , pos , pos
11083 , pos , pos
11084 , pos , pos
11085 , pos , pos
11086 , pos , pos
11087 , pos , neg
11088 , neg , pos
11089 , pos , neg
11090 , pos , neg
11091 , pos , neg
11092 , pos , pos
11093 , neg , neg
11094 , pos , pos
11095 , neg , neg
11096 , neg , neg
11097 , neg , neg
11098 , neg , pos
11099 , pos , pos
11100 , pos , pos
11101 , neg , neg
11102 , pos , pos
11103 , neg , neg
11104 , pos , pos
11105 , pos , pos
11106 , pos , pos
11107 , pos , pos
11108 , pos , neg
11109 , pos , pos
11110 , neg , pos
11111 , neg , pos
11112 , neg , neg
11113 , neg , neg
11114 , neg , neg
11115 , pos , pos
11116 , neg , neg
11117 , pos , pos
11118 , pos , pos
11119 , pos , neg
11120 , neg , neg
11121 , neg , neg
11122 , pos , pos
11123 , neg , neg
11124 , neg , neg
11125 , neg , neg
11126 , pos , pos
11127 , neg , neg
11128 , pos , neg
11129 , neg , neg
11130 , neg , neg
11131 , neg , neg
11132 , neg , neg
11133 , pos , pos
11134 , pos , pos
11135 , neg , neg
11136 , pos , pos
11137 , neg , neg
11138 , pos , neg
11139 , pos , neg
11140 , pos , neg
11141 , neg , neg
11142 , neg , pos
11143 , neg , neg
11144 , neg , pos
11145 , pos , pos
11146 , pos , pos
11147 , pos , pos
11148 , pos , pos
11149 , pos , pos
11150 , neg , neg
11151 , pos , neg
11152 , pos , pos
11153 , pos , pos
11154 , neg , neg
11155 , pos , pos
11156 , neg , pos
11157 , pos , pos
11158 , neg , pos
11159 , pos , pos
11160 , pos , neg
11161 , neg , neg
11162 , neg , neg
11163 , neg , neg
11164 , neg , pos
11165 , neg , neg
11166 , pos , pos
11167 , neg , neg
11168 , pos , pos
11169 , pos , neg
11170 , neg , neg
11171 , neg , neg
11172 , neg , pos
11173 , pos , pos
11174 , pos , pos
11175 , neg , neg
11176 , neg , neg
11177 , neg , neg
11178 , neg , neg
11179 , neg , neg
11180 , pos , pos
11181 , neg , pos
11182 , neg , neg
11183 , pos , neg
11184 , neg , neg
11185 , neg , pos
11186 , pos , pos
11187 , neg , neg
11188 , pos , pos
11189 , neg , pos
11190 , pos , pos
11191 , neg , neg
11192 , pos , pos
11193 , neg , neg
11194 , neg , pos
11195 , neg , pos
11196 , pos , neg
11197 , neg , neg
11198 , pos , pos
11199 , neg , neg
11200 , neg , neg
11201 , neg , neg
11202 , neg , pos
11203 , neg , neg
11204 , pos , pos
11205 , neg , neg
11206 , pos , pos
11207 , neg , pos
11208 , neg , neg
11209 , pos , pos
11210 , neg , neg
11211 , pos , neg
11212 , pos , pos
11213 , neg , neg
11214 , pos , neg
11215 , pos , neg
11216 , pos , neg
11217 , neg , neg
11218 , neg , neg
11219 , neg , neg
11220 , neg , pos
11221 , neg , neg
11222 , pos , pos
11223 , pos , pos
11224 , pos , pos
11225 , pos , pos
11226 , neg , pos
11227 , neg , pos
11228 , neg , pos
11229 , pos , pos
11230 , pos , pos
11231 , neg , pos
11232 , neg , neg
11233 , pos , neg
11234 , neg , neg
11235 , neg , neg
11236 , pos , pos
11237 , neg , neg
11238 , pos , pos
11239 , pos , pos
11240 , neg , neg
11241 , neg , neg
11242 , pos , pos
11243 , neg , pos
11244 , neg , neg
11245 , neg , pos
11246 , neg , pos
11247 , neg , neg
11248 , pos , pos
11249 , pos , pos
11250 , neg , pos
11251 , pos , pos
11252 , pos , pos
11253 , pos , neg
11254 , pos , neg
11255 , neg , neg
11256 , pos , pos
11257 , neg , neg
11258 , neg , pos
11259 , pos , neg
11260 , pos , pos
11261 , pos , pos
11262 , neg , neg
11263 , pos , pos
11264 , neg , neg
11265 , neg , neg
11266 , pos , neg
11267 , neg , neg
11268 , pos , pos
11269 , pos , pos
11270 , neg , neg
11271 , pos , pos
11272 , pos , neg
11273 , neg , neg
11274 , neg , neg
11275 , pos , pos
11276 , neg , neg
11277 , neg , neg
11278 , neg , pos
11279 , neg , neg
11280 , pos , pos
11281 , neg , neg
11282 , pos , pos
11283 , neg , pos
11284 , neg , neg
11285 , pos , pos
11286 , neg , neg
11287 , neg , pos
11288 , neg , neg
11289 , neg , neg
11290 , neg , neg
11291 , neg , neg
11292 , pos , neg
11293 , neg , neg
11294 , pos , pos
11295 , neg , neg
11296 , pos , pos
11297 , neg , pos
11298 , pos , pos
11299 , neg , pos
11300 , pos , pos
11301 , pos , neg
11302 , neg , neg
11303 , pos , pos
11304 , neg , neg
11305 , neg , neg
11306 , pos , neg
11307 , neg , pos
11308 , pos , pos
11309 , pos , pos
11310 , pos , pos
11311 , neg , pos
11312 , pos , neg
11313 , neg , neg
11314 , neg , neg
11315 , pos , pos
11316 , neg , neg
11317 , pos , pos
11318 , neg , neg
11319 , pos , pos
11320 , neg , pos
11321 , neg , neg
11322 , pos , neg
11323 , neg , pos
11324 , neg , neg
11325 , pos , pos
11326 , neg , pos
11327 , neg , neg
11328 , pos , pos
11329 , neg , pos
11330 , neg , neg
11331 , neg , pos
11332 , pos , pos
11333 , pos , pos
11334 , pos , pos
11335 , neg , pos
11336 , neg , neg
11337 , pos , neg
11338 , neg , neg
11339 , pos , neg
11340 , pos , pos
11341 , neg , neg
11342 , pos , pos
11343 , neg , neg
11344 , neg , pos
11345 , neg , neg
11346 , neg , neg
11347 , neg , neg
11348 , pos , pos
11349 , neg , neg
11350 , pos , neg
11351 , neg , pos
11352 , neg , neg
11353 , neg , neg
11354 , neg , neg
11355 , neg , neg
11356 , pos , pos
11357 , neg , neg
11358 , pos , neg
11359 , neg , neg
11360 , pos , pos
11361 , neg , neg
11362 , neg , neg
11363 , pos , pos
11364 , pos , pos
11365 , neg , pos
11366 , pos , pos
11367 , pos , neg
11368 , neg , pos
11369 , pos , pos
11370 , neg , neg
11371 , neg , neg
11372 , pos , pos
11373 , pos , pos
11374 , pos , pos
11375 , neg , neg
11376 , neg , pos
11377 , pos , neg
11378 , pos , pos
11379 , neg , neg
11380 , pos , neg
11381 , neg , neg
11382 , pos , pos
11383 , neg , neg
11384 , neg , neg
11385 , pos , pos
11386 , pos , pos
11387 , neg , neg
11388 , neg , pos
11389 , neg , neg
11390 , neg , neg
11391 , pos , pos
11392 , pos , pos
11393 , neg , neg
11394 , neg , neg
11395 , neg , neg
11396 , pos , neg
11397 , neg , neg
11398 , neg , pos
11399 , pos , pos
11400 , neg , neg
11401 , pos , pos
11402 , neg , neg
11403 , pos , neg
11404 , neg , neg
11405 , neg , neg
11406 , neg , neg
11407 , pos , neg
11408 , pos , pos
11409 , neg , neg
11410 , pos , pos
11411 , neg , neg
11412 , neg , neg
11413 , pos , pos
11414 , pos , neg
11415 , pos , neg
11416 , pos , pos
11417 , pos , pos
11418 , neg , neg
11419 , pos , pos
11420 , neg , neg
11421 , pos , pos
11422 , neg , neg
11423 , neg , neg
11424 , pos , pos
11425 , pos , neg
11426 , neg , neg
11427 , pos , pos
11428 , neg , neg
11429 , neg , neg
11430 , neg , neg
11431 , pos , pos
11432 , pos , pos
11433 , pos , neg
11434 , pos , neg
11435 , pos , neg
11436 , neg , pos
11437 , pos , pos
11438 , neg , neg
11439 , neg , neg
11440 , neg , neg
11441 , neg , neg
11442 , pos , neg
11443 , neg , pos
11444 , neg , neg
11445 , pos , pos
11446 , pos , pos
11447 , neg , pos
11448 , neg , neg
11449 , neg , neg
11450 , neg , neg
11451 , pos , neg
11452 , pos , pos
11453 , neg , neg
11454 , neg , neg
11455 , neg , neg
11456 , neg , pos
11457 , neg , neg
11458 , neg , neg
11459 , pos , pos
11460 , neg , pos
11461 , pos , pos
11462 , neg , pos
11463 , pos , neg
11464 , pos , neg
11465 , pos , pos
11466 , pos , pos
11467 , pos , pos
11468 , pos , pos
11469 , neg , neg
11470 , neg , neg
11471 , neg , pos
11472 , neg , neg
11473 , pos , pos
11474 , neg , neg
11475 , neg , neg
11476 , pos , neg
11477 , neg , neg
11478 , neg , neg
11479 , pos , pos
11480 , neg , pos
11481 , neg , neg
11482 , pos , pos
11483 , neg , neg
11484 , neg , neg
11485 , pos , pos
11486 , pos , pos
11487 , neg , neg
11488 , pos , pos
11489 , pos , pos
11490 , neg , neg
11491 , neg , neg
11492 , pos , neg
11493 , neg , neg
11494 , pos , neg
11495 , pos , pos
11496 , neg , neg
11497 , pos , pos
11498 , pos , neg
11499 , pos , pos
11500 , neg , neg
11501 , neg , neg
11502 , neg , neg
11503 , neg , neg
11504 , neg , neg
11505 , neg , neg
11506 , pos , neg
11507 , neg , neg
11508 , neg , neg
11509 , pos , pos
11510 , neg , pos
11511 , neg , neg
11512 , neg , neg
11513 , neg , neg
11514 , pos , neg
11515 , pos , neg
11516 , neg , pos
11517 , pos , pos
11518 , neg , neg
11519 , neg , neg
11520 , pos , neg
11521 , pos , neg
11522 , pos , neg
11523 , pos , pos
11524 , neg , neg
11525 , pos , pos
11526 , pos , pos
11527 , pos , neg
11528 , neg , neg
11529 , neg , neg
11530 , neg , neg
11531 , pos , pos
11532 , pos , pos
11533 , pos , pos
11534 , neg , neg
11535 , pos , pos
11536 , pos , pos
11537 , neg , neg
11538 , pos , pos
11539 , neg , pos
11540 , neg , pos
11541 , neg , neg
11542 , neg , neg
11543 , pos , pos
11544 , pos , neg
11545 , neg , neg
11546 , pos , pos
11547 , pos , pos
11548 , pos , pos
11549 , neg , pos
11550 , pos , pos
11551 , neg , neg
11552 , neg , neg
11553 , neg , pos
11554 , neg , pos
11555 , pos , neg
11556 , neg , neg
11557 , neg , neg
11558 , neg , neg
11559 , pos , pos
11560 , pos , pos
11561 , pos , pos
11562 , pos , pos
11563 , pos , neg
11564 , neg , neg
11565 , neg , pos
11566 , pos , pos
11567 , neg , neg
11568 , pos , pos
11569 , neg , neg
11570 , pos , neg
11571 , pos , pos
11572 , pos , pos
11573 , pos , pos
11574 , pos , pos
11575 , neg , neg
11576 , neg , neg
11577 , pos , neg
11578 , pos , neg
11579 , pos , pos
11580 , pos , pos
11581 , pos , pos
11582 , pos , pos
11583 , pos , pos
11584 , neg , neg
11585 , neg , neg
11586 , neg , neg
11587 , pos , pos
11588 , neg , neg
11589 , neg , pos
11590 , neg , neg
11591 , neg , neg
11592 , neg , pos
11593 , neg , neg
11594 , pos , neg
11595 , neg , pos
11596 , pos , pos
11597 , pos , neg
11598 , neg , pos
11599 , pos , neg
11600 , pos , pos
11601 , pos , neg
11602 , neg , pos
11603 , pos , pos
11604 , neg , neg
11605 , pos , pos
11606 , pos , neg
11607 , pos , pos
11608 , neg , neg
11609 , neg , pos
11610 , neg , neg
11611 , pos , pos
11612 , neg , neg
11613 , pos , neg
11614 , neg , neg
11615 , pos , pos
11616 , neg , pos
11617 , neg , neg
11618 , pos , neg
11619 , neg , neg
11620 , pos , pos
11621 , pos , pos
11622 , neg , neg
11623 , pos , pos
11624 , pos , pos
11625 , neg , neg
11626 , pos , pos
11627 , pos , neg
11628 , neg , neg
11629 , neg , pos
11630 , neg , neg
11631 , pos , pos
11632 , neg , neg
11633 , neg , neg
11634 , pos , pos
11635 , pos , pos
11636 , neg , neg
11637 , neg , neg
11638 , neg , neg
11639 , pos , pos
11640 , neg , pos
11641 , neg , neg
11642 , pos , pos
11643 , pos , pos
11644 , pos , pos
11645 , pos , pos
11646 , pos , neg
11647 , pos , neg
11648 , neg , neg
11649 , neg , pos
11650 , pos , pos
11651 , neg , pos
11652 , pos , pos
11653 , pos , pos
11654 , pos , pos
11655 , neg , neg
11656 , pos , pos
11657 , neg , neg
11658 , pos , pos
11659 , neg , pos
11660 , pos , neg
11661 , pos , neg
11662 , pos , pos
11663 , neg , pos
11664 , neg , pos
11665 , neg , pos
11666 , neg , neg
11667 , neg , neg
11668 , neg , pos
11669 , pos , neg
11670 , neg , pos
11671 , pos , pos
11672 , neg , neg
11673 , pos , pos
11674 , neg , neg
11675 , neg , neg
11676 , neg , pos
11677 , neg , neg
11678 , neg , neg
11679 , pos , pos
11680 , pos , neg
11681 , pos , pos
11682 , neg , neg
11683 , pos , neg
11684 , neg , neg
11685 , neg , pos
11686 , pos , pos
11687 , pos , pos
11688 , pos , pos
11689 , neg , neg
11690 , pos , pos
11691 , pos , pos
11692 , pos , pos
11693 , pos , pos
11694 , neg , pos
11695 , pos , pos
11696 , pos , pos
11697 , neg , neg
11698 , pos , neg
11699 , neg , neg
11700 , neg , neg
11701 , neg , pos
11702 , pos , pos
11703 , neg , pos
11704 , pos , pos
11705 , pos , pos
11706 , neg , neg
11707 , neg , neg
11708 , neg , pos
11709 , pos , pos
11710 , pos , pos
11711 , neg , pos
11712 , pos , pos
11713 , neg , pos
11714 , neg , pos
11715 , neg , pos
11716 , neg , neg
11717 , neg , neg
11718 , neg , neg
11719 , neg , pos
11720 , pos , pos
11721 , neg , neg
11722 , pos , pos
11723 , neg , neg
11724 , pos , pos
11725 , neg , neg
11726 , pos , pos
11727 , pos , pos
11728 , neg , neg
11729 , pos , neg
11730 , pos , neg
11731 , neg , neg
11732 , neg , neg
11733 , pos , pos
11734 , pos , neg
11735 , pos , pos
11736 , pos , neg
11737 , neg , neg
11738 , pos , neg
11739 , pos , pos
11740 , neg , neg
11741 , neg , neg
11742 , pos , pos
11743 , pos , pos
11744 , neg , neg
11745 , neg , neg
11746 , pos , pos
11747 , neg , neg
11748 , neg , pos
11749 , neg , neg
11750 , pos , pos
11751 , neg , neg
11752 , pos , pos
11753 , neg , pos
11754 , neg , neg
11755 , pos , neg
11756 , neg , neg
11757 , neg , neg
11758 , neg , pos
11759 , pos , neg
11760 , neg , neg
11761 , neg , neg
11762 , neg , neg
11763 , neg , pos
11764 , pos , pos
11765 , neg , neg
11766 , pos , neg
11767 , pos , pos
11768 , neg , pos
11769 , pos , pos
11770 , pos , neg
11771 , pos , pos
11772 , pos , neg
11773 , neg , pos
11774 , neg , neg
11775 , neg , neg
11776 , neg , neg
11777 , pos , pos
11778 , neg , pos
11779 , pos , neg
11780 , neg , pos
11781 , neg , neg
11782 , neg , neg
11783 , pos , pos
11784 , pos , neg
11785 , pos , pos
11786 , neg , pos
11787 , pos , pos
11788 , pos , pos
11789 , pos , neg
11790 , neg , pos
11791 , pos , pos
11792 , pos , pos
11793 , pos , neg
11794 , neg , pos
11795 , neg , neg
11796 , pos , pos
11797 , neg , neg
11798 , pos , pos
11799 , neg , neg
11800 , pos , pos
11801 , neg , pos
11802 , neg , neg
11803 , pos , pos
11804 , neg , neg
11805 , neg , neg
11806 , pos , pos
11807 , neg , pos
11808 , neg , neg
11809 , pos , pos
11810 , pos , pos
11811 , neg , pos
11812 , pos , pos
11813 , neg , pos
11814 , neg , neg
11815 , neg , pos
11816 , neg , neg
11817 , pos , neg
11818 , pos , pos
11819 , neg , neg
11820 , neg , neg
11821 , neg , neg
11822 , pos , pos
11823 , neg , neg
11824 , neg , neg
11825 , neg , neg
11826 , neg , pos
11827 , pos , pos
11828 , pos , neg
11829 , pos , pos
11830 , pos , pos
11831 , pos , pos
11832 , pos , pos
11833 , pos , pos
11834 , pos , pos
11835 , pos , pos
11836 , neg , neg
11837 , pos , pos
11838 , pos , pos
11839 , neg , neg
11840 , neg , neg
11841 , neg , pos
11842 , pos , pos
11843 , neg , neg
11844 , pos , neg
11845 , neg , neg
11846 , neg , neg
11847 , neg , neg
11848 , pos , pos
11849 , neg , pos
11850 , neg , neg
11851 , neg , neg
11852 , neg , pos
11853 , pos , pos
11854 , pos , pos
11855 , neg , neg
11856 , pos , pos
11857 , pos , neg
11858 , neg , neg
11859 , neg , neg
11860 , neg , neg
11861 , pos , neg
11862 , pos , pos
11863 , neg , neg
11864 , neg , neg
11865 , neg , neg
11866 , neg , pos
11867 , pos , pos
11868 , neg , neg
11869 , pos , pos
11870 , pos , neg
11871 , pos , pos
11872 , pos , neg
11873 , neg , neg
11874 , pos , pos
11875 , pos , neg
11876 , neg , pos
11877 , neg , pos
11878 , pos , neg
11879 , neg , neg
11880 , neg , pos
11881 , neg , pos
11882 , pos , pos
11883 , pos , pos
11884 , neg , neg
11885 , neg , neg
11886 , pos , neg
11887 , neg , neg
11888 , pos , pos
11889 , pos , pos
11890 , neg , neg
11891 , pos , pos
11892 , pos , pos
11893 , pos , pos
11894 , neg , pos
11895 , neg , neg
11896 , neg , neg
11897 , pos , neg
11898 , pos , pos
11899 , neg , neg
11900 , neg , neg
11901 , pos , pos
11902 , neg , pos
11903 , neg , neg
11904 , pos , neg
11905 , neg , neg
11906 , pos , pos
11907 , pos , neg
11908 , neg , neg
11909 , neg , neg
11910 , pos , pos
11911 , pos , pos
11912 , neg , neg
11913 , pos , neg
